	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	1,463	1,593	1,749		449	410	446	
영업이익	77	49	35		15	0	-3	
영업이익(발표기준)	77	49	35		15	0	-3	
세전계속사업이익	48	99	-13		-51	16	-4	
당기순이익	35	78	-10		-38	12	-5	
당기순이익(지배)	35	78	-10		-38	12	-5	
당기순이익(비지배)								
자산총계	1,206	1,291	1,392		1,415	1,392	1,426	
부채총계	233	267	385		424	385	423	
자본총계	973	1,025	1,007		991	1,007	1,003	
자본총계(지배)	973	1,025	1,007		991	1,007	1,003	
자본총계(비지배)								
자본금	242	242	242		242	242	242	
영업활동현금흐름	-86	24	37		34	-31	23	
투자활동현금흐름	97	82	217		1	-18	-1	
재무활동현금흐름		-15	-24		0	-9	-8	
CAPEX	36	30	32		3	18	2	
FCF	-122	-7	6		31	-49	21	
이자발생부채	8	8	2		8	2	1	
영업이익률	5.25	3.10	1.99		3.37	0.12	-0.57	
순이익률	2.37	4.91	-0.57		-8.44	2.91	-1.11	
ROE(%)	3.62	7.83	-0.98		-1.56	-1.20	-2.37	
ROA(%)	2.90	6.27	-0.74		-1.16	-0.91	-1.73	
부채비율	23.92	26.04	38.21		42.77	38.21	42.14	
자본유보율	303.61	329.98	319.88		314.93	319.88	315.53	
EPS(원)	72	162	-21		-78	25	-10	
PER(배)	23.86	6.92	N/A		N/A	N/A	N/A	
BPS(원)	2,013	2,120	2,083		2,051	2,083	2,075	
PBR(배)	0.85	0.53	0.63		0.54	0.63	0.39	
현금DPS(원)	30	30	15		0	15		
현금배당수익률	1.75	2.68	1.14					
현금배당성향(%)	41.86	18.53	-73.07		0.00	60.66		
발행주식수(보통주)	48,329,564	48,329,564	48,329,564		48,329,564	48,329,564	48,329,564	
