	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	272	396	484	621		124	128	130
영업이익	22	49	61	90		19	14	18
영업이익(발표기준)	22	49	61			19	14	
세전계속사업이익	29	49	57	89		15	13	
당기순이익	24	42	48	76		12	11	15
당기순이익(지배)	24	42	48	76		12	11	15
당기순이익(비지배)								
자산총계	202	251	415	501	289	406	415	
부채총계	82	91	103	120	103	103	103	
자본총계	120	159	312	381	186	303	312	
자본총계(지배)	120	159	312	381	186	303	312	
자본총계(비지배)								
자본금	16	16	20	20	16	20	20	
영업활동현금흐름	20	28	53	75		11	21	
투자활동현금흐름	9	-20	-127	-51		-87	-28	
재무활동현금흐름	-18	-4	101	-7		105	-4	
CAPEX	23	19	57	31		17	29	
FCF	-2	8	-4	44	0	-6	-8	
이자발생부채	44	40	36		40	40	36	
영업이익률	7.95	12.40	12.56	14.49		15.02	10.77	13.85
순이익률	8.88	10.51	9.93	12.24		9.41	8.39	11.54
ROE(%)	25.00	29.83	20.38	21.94				
ROA(%)	12.52	18.39	14.43	16.60				
부채비율	68.83	57.31	33.00	31.50	55.67	33.98	33.00	
자본유보율	752.98	990.31	1,543.31		1,145.65	1,505.14	1,543.31	
EPS(원)	731	1,262	1,355	1,890		329	266	373
PER(배)			11.48	9.71				
BPS(원)	3,629	4,833	8,966	10,957	5,622	8,725	8,966	
PBR(배)	0.00	0.00	1.73	1.67	0.00	1.89	1.73	
현금DPS(원)	0	0	200	200	0	0	200	
현금배당수익률			1.29	1.09				
현금배당성향(%)	0.00	0.00	14.48	10.58		0.00	64.97	
발행주식수(보통주)	3,300,000	3,300,000	4,021,000		3,300,000	4,021,000	4,021,000	
