	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액		0	0		0	0	0	
영업이익		0	0		0	0	0	
영업이익(발표기준)		0	0		0	0	0	
세전계속사업이익		0	1		0	0	0	
당기순이익		0	1		0	0	0	
당기순이익(지배)		0	1		0	0	0	
당기순이익(비지배)								
자산총계		79	80		79	80	80	
부채총계		14	14		14	14	14	
자본총계		65	65		65	65	65	
자본총계(지배)		65	65		65	65	65	
자본총계(비지배)								
자본금		3	3		3	3	3	
영업활동현금흐름		0	1		0	0	1	
투자활동현금흐름		-77	-1		0	0	-1	
재무활동현금흐름		79	0		0	0	0	
CAPEX								
FCF								
이자발생부채		14	14		14	14	14	
영업이익률								
순이익률								
ROE(%)			0.91				0.91	
ROA(%)			0.74				0.74	
부채비율		21.74	22.08		21.99	22.11	22.08	
자본유보율		1,793.55	1,810.76		1,801.89	1,806.14	1,810.76	
EPS(원)		-54	17		5	4	5	
PER(배)		N/A	119.11			187.70	119.11	
BPS(원)		1,894	1,911		1,902	1,906	1,911	
PBR(배)		1.06	1.07		1.17	1.15	1.07	
현금DPS(원)								
현금배당수익률								
현금배당성향(%)		0.00			0.00	0.00		
발행주식수(보통주)		3,420,000	3,420,000		3,420,000	3,420,000	3,420,000	
