	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	335	338	361		88	100	104	
영업이익	13	13	6		0	3	1	
영업이익(발표기준)	13	13	6		0	3	1	
세전계속사업이익	14	9	8		0	4	2	
당기순이익	12	11	6		-1	3	1	
당기순이익(지배)	12	11	6		-1	3	1	
당기순이익(비지배)								
자산총계	518	533	556		543	556	556	
부채총계	86	96	117		106	117	120	
자본총계	432	438	439		437	439	436	
자본총계(지배)	432	438	439		437	439	436	
자본총계(비지배)								
자본금	120	120	120		120	120	120	
영업활동현금흐름	7	34	15		6	12	-15	
투자활동현금흐름	-17	-38	-28		-4	-3	-7	
재무활동현금흐름	-11	8	5		-1	-1	0	
CAPEX	11	37	25		2	7	6	
FCF	-4	-3	-10		4	5	-21	
이자발생부채	14	26	37		37	37	37	
영업이익률	3.82	3.91	1.75		-0.17	2.90	1.43	
순이익률	3.70	3.27	1.80		-0.85	2.67	1.26	
ROE(%)	2.88	2.54	1.48		0.96	1.48	2.46	
ROA(%)	2.36	2.10	1.19		0.79	1.19	1.95	
부채비율	19.92	21.83	26.55		24.31	26.55	27.52	
자본유보율	260.54	265.76	267.49		265.32	267.49	264.81	
EPS(원)	21	18	11		-1	4	2	
PER(배)	52.22	111.12	188.42		293.93	188.42	82.84	
BPS(원)	722	731	734		729	734	728	
PBR(배)	1.50	2.81	2.78		2.84	2.78	2.03	
현금DPS(원)	7	5	5		0	5		
현금배당수익률	0.65	0.24	0.25					
현금배당성향(%)	33.85	27.10	46.18		0.00	111.71		
발행주식수(보통주)	59,900,000	59,900,000	59,900,000		59,900,000	59,900,000	59,900,000	
