	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	293	372	460					
영업이익	48	60	67					
영업이익(발표기준)	48	60	67					
세전계속사업이익	47	44	54					
당기순이익	39	39	46					
당기순이익(지배)	43	36	42					
당기순이익(비지배)								
자산총계	327	437	615		504		615	
부채총계	162	222	185		241		185	
자본총계	166	215	430		263		430	
자본총계(지배)	160	207	419		254		419	
자본총계(비지배)								
자본금	6	6	7		6		7	
영업활동현금흐름	12	34	52					
투자활동현금흐름	-100	-95	-158					
재무활동현금흐름	119	14	125					
CAPEX	7	131	55					
FCF	5	-97	-4		0		0	
이자발생부채	68	78	82		104		82	
영업이익률	16.36	16.07	14.62					
순이익률	13.35	10.35	9.89					
ROE(%)	35.37	19.36	13.42					
ROA(%)	14.96	10.08	8.65					
부채비율	97.56	103.42	43.02		91.65		43.02	
자본유보율	2,541.74	3,258.83	5,665.34		3,839.21		5,665.34	
EPS(원)	679	515	597					
PER(배)			34.43					
BPS(원)	2,355	2,986	5,581		3,632		5,581	
PBR(배)	0.00	0.00	3.68		0.00		3.68	
현금DPS(원)	0	0	0		0	0	0	
현금배당수익률			0.00					
현금배당성향(%)	0.00	0.00	0.00					
발행주식수(보통주)	6,055,250	6,165,250	7,317,020		6,456,092	6,456,092	7,317,020	
