	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	156	85	290		45	101	110	
영업이익	2	-44	-23		-7	2	-13	
영업이익(발표기준)	2	-44	-23		-7	2	-13	
세전계속사업이익	7	-63	-26		-7	1	-15	
당기순이익	-19	-62	-32		-7	1	-21	
당기순이익(지배)	-19	-62	-32		-7	1	-21	
당기순이익(비지배)								
자산총계	531	470	1,049		507	832	1,049	
부채총계	44	24	395		83	155	395	
자본총계	487	446	654		424	677	654	
자본총계(지배)	487	446	654		424	677	654	
자본총계(비지배)								
자본금	363	480	699		480	699	699	
영업활동현금흐름	9	-12	-107		-14	-39	-25	
투자활동현금흐름	52	-393	-359		4	15	-420	
재무활동현금흐름	0	149	596		0	347	250	
CAPEX	0	0	1		0	0	0	
FCF	9	-12	-107		-15	-39	-25	
이자발생부채	0	0	316		2	94	316	
영업이익률	1.38	-52.34	-8.06		-15.90	2.00	-11.82	
순이익률	-11.97	-73.59	-10.90		-15.72	1.23	-19.05	
ROE(%)	-3.76	-13.36			-11.33	-7.60	-5.74	
ROA(%)	-3.36	-12.45			-10.26	-6.69	-4.15	
부채비율	9.00	5.39	60.44		19.49	22.89	60.44	
자본유보율	34.12	19.51	18.01		17.13	16.95	18.01	
EPS(원)	-10	-29	-11		-3	0	-6	
PER(배)	N/A	N/A	N/A		N/A	N/A	N/A	
BPS(원)	269	186	187		177	194	187	
PBR(배)	1.09	0.98	1.41		1.32	1.83	1.41	
현금DPS(원)	0	0						
현금배당수익률	0.00	0.00						
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00		
발행주식수(보통주)	181,355,876	239,949,626	349,598,748		239,949,626	349,598,748	349,598,748	
