	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	1,933	1,356	977		171	85	489	
영업이익	352	158	44		10	0	9	
영업이익(발표기준)	352	158	44		10	0	9	
세전계속사업이익	347	143	28		8	-9	7	
당기순이익	301	127	28		8	-8	8	
당기순이익(지배)	301	127	28		8	-8	8	
당기순이익(비지배)								
자산총계	2,798	2,754	3,314		2,840	3,338	3,314	
부채총계	809	666	744		655	728	744	
자본총계	1,989	2,088	2,569		2,185	2,609	2,569	
자본총계(지배)	1,989	2,088	2,569		2,185	2,609	2,569	
자본총계(비지배)								
자본금	1,105	1,099	1,523		1,135	1,548	1,523	
영업활동현금흐름	-334	475	698		203	139	-220	
투자활동현금흐름	-90	-386	-70		-1	-63	-2	
재무활동현금흐름	238	-17	416		-7	528	-51	
CAPEX	89	255	8		1	1	4	
FCF	-424	220	690		202	139	-224	
이자발생부채	459	462	487		423	542	487	
영업이익률	18.22	11.65	4.51		6.14	0.06	1.77	
순이익률	15.56	9.37	2.84		4.97	-9.09	1.56	
ROE(%)	15.57	6.23	1.19		3.18	1.04	1.18	
ROA(%)	11.82	4.58	0.92		2.41	0.81	0.90	
부채비율	40.67	31.87	28.97		29.99	27.91	28.97	
자본유보율	81.35	91.20	68.81		93.63	68.32	68.81	
EPS(원)	295	124	23		8	-6	5	
PER(배)	5.81	7.21	19.77		17.05	31.45	20.01	
BPS(원)	1,960	2,066	1,826		2,161	1,854	1,826	
PBR(배)	0.87	0.43	0.25		0.53	0.38	0.25	
현금DPS(원)	49	0						
현금배당수익률	2.84	0.00						
현금배당성향(%)	5.60	0.00	0.00		0.00	0.00	0.00	
발행주식수(보통주)	102,050,618	102,050,618	141,781,250		102,050,618	141,781,250	141,781,250	
