	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	76	64	61		30	11	10	
영업이익	-55	-59	-45		-6	-10	-18	
영업이익(발표기준)	-55	-59	-45		-6	-10	-18	
세전계속사업이익	-95	-86	-57		-6	-10	-31	
당기순이익	-97	-87	-58		-6	-10	-31	
당기순이익(지배)	-97	-87	-58		-6	-10	-31	
당기순이익(비지배)								
자산총계	503	199	149		198	183	150	
부채총계	288	18	25		31	26	25	
자본총계	215	181	124		166	157	126	
자본총계(지배)	215	181	124		166	157	126	
자본총계(비지배)								
자본금	74	80	80		80	80	80	
영업활동현금흐름	-53	-89	-16		3	-2	-6	
투자활동현금흐름	51	391	-14		-12	54	2	
재무활동현금흐름	-52	-204	-8		-2	-2	-2	
CAPEX	2	8	9		3	0	0	
FCF	-55	-97	-25		0	-2	-6	
이자발생부채	253	0	6		13	11	6	
영업이익률	-72.65	-92.56	-74.16		-19.11	-94.49	-188.25	
순이익률	-128.62	-136.31	-94.55		-19.36	-90.25	-320.58	
ROE(%)	-35.84	-43.86			-34.29	-31.34	-36.33	
ROA(%)	-16.55	-24.75			-17.10	-26.25	-31.89	
부채비율	133.84	9.90	20.60		18.77	16.64	19.71	
자본유보율	287.30	215.02	143.19		196.78	184.39	145.44	
EPS(원)	-656	-551	-359		-37	-62	-195	
PER(배)	N/A	N/A	N/A		N/A	N/A	N/A	
BPS(원)	1,449	1,131	773		1,040	978	784	
PBR(배)	3.01	3.08	3.79		3.69	3.56	3.74	
현금DPS(원)	0							
현금배당수익률	0.00							
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00		
발행주식수(보통주)	14,847,079	16,008,491	16,008,491		16,008,491	16,008,491	16,008,491	
