	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	1,350	1,501	1,421		356	338	322	
영업이익	60	47	44		17	1	10	
영업이익(발표기준)	60	47	44		17	1	10	
세전계속사업이익	68	43	27		6	-12	17	
당기순이익	54	32	21		4	-9	14	
당기순이익(지배)	54	32	21		4	-9	14	
당기순이익(비지배)								
자산총계	739	676	644		683	697	644	
부채총계	335	267	239		282	306	239	
자본총계	404	409	405		401	391	405	
자본총계(지배)	404	409	405		401	391	405	
자본총계(비지배)								
자본금	124	124	124		124	124	124	
영업활동현금흐름	-25	99	56		43	-23	28	
투자활동현금흐름	24	-4	-7		-2	-1	-2	
재무활동현금흐름	-7	-92	-44		-33	39	-58	
CAPEX	22	5	7		2	1	2	
FCF	-46	94	49		41	-24	26	
이자발생부채	301	234	215		236	274	215	
영업이익률	4.45	3.14	3.09		4.65	0.33	3.18	
순이익률	3.96	2.15	1.49		1.23	-2.79	4.27	
ROE(%)	13.77	7.93	5.19		6.85	0.47	5.19	
ROA(%)	7.23	4.55	3.20		3.93	0.26	3.20	
부채비율	82.91	65.38	58.93		70.27	78.05	58.93	
자본유보율	225.81	229.78	226.80		223.25	215.61	226.80	
EPS(원)	216	130	85		18	-38	55	
PER(배)	9.80	16.54	31.94		22.14	304.45	31.94	
BPS(원)	1,629	1,649	1,634		1,616	1,578	1,634	
PBR(배)	1.30	1.30	1.66		1.52	1.49	1.66	
현금DPS(원)	100	100	100		0	0	100	
현금배당수익률	4.73	4.65	3.68					
현금배당성향(%)	46.34	76.94	117.42		0.00	0.00	180.55	
발행주식수(보통주)	24,803,369	24,803,369	24,803,369		24,803,369	24,803,369	24,803,369	
