	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	609	626	601		148	157	150	
영업이익	11	10	26		3	17	2	
영업이익(발표기준)	11	10	26		3	17	2	
세전계속사업이익	-8	4	23		2	17	0	
당기순이익	-27	4	18		2	14	-1	
당기순이익(지배)	-28	4	18		2	14	-1	
당기순이익(비지배)	1							
자산총계	792	773	757		767	785	757	
부채총계	361	353	336		358	362	336	
자본총계	431	421	421		409	423	421	
자본총계(지배)	431	421	421		409	423	421	
자본총계(비지배)								
자본금	82	82	82		82	82	82	
영업활동현금흐름	39	48	79		-1	49	10	
투자활동현금흐름	-89	-53	-22		-2	-11	-3	
재무활동현금흐름	62	-18	-64		-23	-16	-9	
CAPEX	9	3	7		1	4	0	
FCF	30	45	72		-2	46	10	
이자발생부채	184	173	161		181	167	161	
영업이익률	1.82	1.61	4.37		1.92	10.97	1.57	
순이익률	-4.44	0.59	2.97		1.29	8.78	-0.43	
ROE(%)	-6.10	0.87	4.24		2.17	4.42	4.24	
ROA(%)	-3.18	0.47	2.33		1.17	2.36	2.33	
부채비율	83.77	83.80	79.75		87.47	85.76	79.75	
자본유보율	510.34	501.32	502.20		486.84	503.76	502.20	
EPS(원)	-169	23	109		12	84	-4	
PER(배)	N/A	134.33	35.49		72.24	34.52	35.49	
BPS(원)	2,662	2,599	2,604		2,526	2,612	2,604	
PBR(배)	1.08	1.17	1.49		1.58	1.51	1.49	
현금DPS(원)	100	100						
현금배당수익률	3.48	3.28						
현금배당성향(%)	-24.81	437.69	0.00		0.00	0.00	0.00	
발행주식수(보통주)	16,312,697	16,312,697	16,312,697		16,312,697	16,312,697	16,312,697	
