	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	411	610	593		129	121	192	
영업이익	127	211	161		45	26	45	
영업이익(발표기준)	127	211	161		45	26	45	
세전계속사업이익	128	221	178		65	12	54	
당기순이익	108	175	142		50	13	42	
당기순이익(지배)	108	175	142		50	13	42	
당기순이익(비지배)								
자산총계	296	647	655		658	654	743	
부채총계	57	112	60		80	60	120	
자본총계	239	534	595		578	594	623	
자본총계(지배)	239	534	595		578	594	623	
자본총계(비지배)								
자본금	21	23	23		23	23	23	
영업활동현금흐름	62	220	118		98	35	41	
투자활동현금흐름	-29	-214	233		-74	128	-2	
재무활동현금흐름	-7	110	-94		-58	0	-30	
CAPEX	1	7	5		0	2	1	
FCF	61	213	113		98	33	40	
이자발생부채	0	0	0		0	0	4	
영업이익률	30.86	34.52	27.18		35.08	21.36	23.23	
순이익률	26.38	28.63	23.86		39.05	11.05	21.95	
ROE(%)	60.77	45.18			28.85	25.10		
ROA(%)	42.88	37.07			25.30	21.77		
부채비율	23.68	21.06	10.13		13.84	10.15	19.23	
자본유보율	1,021.63	2,375.64	2,794.99		2,355.66	2,794.99	2,976.34	
EPS(원)	521	791	609		216	58	181	
PER(배)		7.20	12.37		9.22	12.37		
BPS(원)	1,119	2,420	2,797		2,715	2,792	3,003	
PBR(배)	0.00	2.35	2.70		2.37	2.70	2.22	
현금DPS(원)	0	200						
현금배당수익률		3.51						
현금배당성향(%)	0.00	25.26	0.00		0.00			
발행주식수(보통주)	21,394,595	23,234,595	23,234,595		23,234,595	23,234,595	23,234,595	
