	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	747	809	885		199	179	304	
영업이익	16	19	33		8	-1	14	
영업이익(발표기준)	16	19	33		8	-1	14	
세전계속사업이익	11	11	-1		3	-6	-6	
당기순이익	8	9	0		2	-4	-3	
당기순이익(지배)	8	9	0		2	-4	-3	
당기순이익(비지배)								
자산총계	694	851	1,065		946	1,012	1,065	
부채총계	418	520	719		606	662	719	
자본총계	276	331	346		340	349	346	
자본총계(지배)	276	331	346		340	349	346	
자본총계(비지배)								
자본금	24	24	26		24	26	26	
영업활동현금흐름	14	2	132		22	14	89	
투자활동현금흐름	-20	-81	-185		-32	-69	-37	
재무활동현금흐름	5	93	70		36	33	-28	
CAPEX	19	78	186		32	69	38	
FCF	-4	-76	-54		-11	-55	51	
이자발생부채	182	260	336		334	413	336	
영업이익률	2.15	2.36	3.69		3.98	-0.49	4.69	
순이익률	1.12	1.06	0.00		1.20	-2.49	-1.10	
ROE(%)	3.10	2.84	0.00		4.21	5.90	0.00	
ROA(%)	1.24	1.11	0.00		1.53	2.08	0.00	
부채비율	151.30	157.04	207.82		178.38	189.71	207.82	
자본유보율	678.02	683.13	695.19		720.35	707.20	695.19	
EPS(원)	349	359	0		100	-177	-131	
PER(배)	22.94	27.39	33,025.44		23.87	13.87	33,045.43	
BPS(원)	11,504	13,790	13,552		14,162	13,672	13,552	
PBR(배)	0.70	0.71	0.75		0.91	0.76	0.75	
현금DPS(원)	60	60	60		0	0	60	
현금배당수익률	0.75	0.61	0.59					
현금배당성향(%)	17.20	16.73	20,112.62		0.00	0.00	-45.75	
발행주식수(보통주)	2,400,000	2,400,000	2,553,860		2,400,000	2,553,860	2,553,860	
