	2017/06	2018/06	2019/06	2020/06	2019/09	2019/12	2020/03	2020/06
매출액	559	667	556		134	139	129	
영업이익	-25	-3	-15		-4	0	-2	
영업이익(발표기준)	-25	-3	-15		-4	0	-2	
세전계속사업이익	-38	-25	-39		5	-6	1	
당기순이익	-42	-18	-37		5	-3	1	
당기순이익(지배)	-42	-18	-37		5	-3	1	
당기순이익(비지배)								
자산총계	849	910	886		929	821	832	
부채총계	555	625	619		658	554	562	
자본총계	295	285	267		271	267	270	
자본총계(지배)	295	285	267		271	267	270	
자본총계(비지배)								
자본금	120	120	120		120	120	120	
영업활동현금흐름	-6	96	9		-13	49	7	
투자활동현금흐름	-43	-114	-62		19	-12	-17	
재무활동현금흐름	-2	26	39		3	-38	8	
CAPEX	49	144	56		9	7	9	
FCF	-55	-48	-47		-22	43	-2	
이자발생부채	363	389	428		431	393	401	
영업이익률	-4.50	-0.47	-2.70		-3.00	0.03	-1.25	
순이익률	-7.48	-2.74	-6.65		3.55	-2.32	0.90	
ROE(%)	-13.21	-6.32	-13.41		-5.78	-8.81	-4.92	
ROA(%)	-4.76	-2.08	-4.12		-1.70	-2.81	-1.52	
부채비율	188.26	219.63	231.92		242.84	207.27	207.84	
자본유보율	109.76	100.10	64.23		68.19	65.51	66.47	
EPS(원)	-174	-76	-154		20	-13	5	
PER(배)	N/A	N/A	N/A		N/A	N/A	N/A	
BPS(원)	1,227	1,186	1,113		1,129	1,113	1,126	
PBR(배)	1.03	0.99	2.13		3.80	2.73	1.67	
현금DPS(원)								
현금배당수익률								
현금배당성향(%)	0.00	0.00			0.00			
발행주식수(보통주)	24,000,000	24,000,000	24,000,000		24,000,000	24,000,000	24,000,000	
