	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	305	314	218		46	92	70	
영업이익	32	5	-41		-14	-6	-9	
영업이익(발표기준)	32	5	-41		-14	-6	-9	
세전계속사업이익	27	6	-42		-12	-9	-8	
당기순이익	22	4	-34		-9	-8	-6	
당기순이익(지배)	22	4	-34		-9	-8	-6	
당기순이익(비지배)								
자산총계	145	199	247		244	247	253	
부채총계	67	45	125		106	125	137	
자본총계	78	154	122		138	122	117	
자본총계(지배)	78	154	122		138	122	117	
자본총계(비지배)								
자본금	10	13	13		13	13	13	
영업활동현금흐름	-33	-27	-55		-14	-30	13	
투자활동현금흐름	39	-12	-10		15	36	-5	
재무활동현금흐름	-1	39	66		-1	-1	2	
CAPEX	0	3	10		5	1	1	
FCF	-33	-30	-65		-19	-31	13	
이자발생부채	56	24	84		89	84	88	
영업이익률	10.37	1.49	-18.89		-29.62	-6.77	-12.30	
순이익률	7.30	1.20	-15.40		-19.51	-8.15	-9.05	
ROE(%)	33.20	3.24	-24.30			-24.30	-24.33	
ROA(%)	16.61	2.18	-15.05			-15.05	-14.08	
부채비율	85.77	29.29	102.01		76.88	102.01	117.07	
자본유보율	701.13	1,053.15	800.84		922.60	800.84	752.98	
EPS(원)	988	163	-1,262		-336	-282	-239	
PER(배)		60.49	N/A			N/A	N/A	
BPS(원)	3,469	5,787	4,597		5,184	4,597	4,383	
PBR(배)	0.00	1.70	1.78		1.41	1.78	1.45	
현금DPS(원)	0	0			0			
현금배당수익률		0.00						
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00		
발행주식수(보통주)	1,952,000	2,660,910	2,660,910		2,660,910	2,660,910	2,660,910	
