	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	576	553	591		150	152	134	
영업이익	-69	-9	-13		7	-27	-1	
영업이익(발표기준)	-69	-9	-13		7	-27	-1	
세전계속사업이익	-117	-43	-28		5	-33	-2	
당기순이익	-220	-42	-28		5	-33	-2	
당기순이익(지배)	-220	-42	-28		5	-33	-2	
당기순이익(비지배)								
자산총계	1,096	1,095	1,081		1,145	1,081	1,060	
부채총계	662	701	722		745	722	702	
자본총계	434	394	360		399	360	358	
자본총계(지배)	434	394	360		399	360	358	
자본총계(비지배)								
자본금	83	83	83		83	83	83	
영업활동현금흐름	-46	-37	23		-5	32	10	
투자활동현금흐름	133	-12	-11		-1	-6	-2	
재무활동현금흐름	-90	51	-5		0	-14	-16	
CAPEX	10	11	10		1	3	2	
FCF	-56	-48	13		-6	29	8	
이자발생부채	369	433	449		461	449	435	
영업이익률	-12.00	-1.70	-2.23		4.77	-18.02	-0.42	
순이익률	-38.25	-7.68	-4.80		3.20	-21.93	-1.27	
ROE(%)	-65.57	-10.27	-7.52		-4.42	-7.52	-8.15	
ROA(%)	-19.10	-3.88	-2.60		-1.59	-2.60	-2.83	
부채비율	152.57	177.97	200.54		186.69	200.54	196.10	
자본유보율	198.33	150.53	108.70		156.64	108.70	106.65	
EPS(원)	-1,998	-265	-177		30	-209	-11	
PER(배)	N/A	N/A	N/A		N/A	N/A	N/A	
BPS(원)	2,710	2,461	2,248		2,494	2,248	2,237	
PBR(배)	1.37	1.10	1.77		1.64	1.77	1.32	
현금DPS(원)								
현금배당수익률								
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00		
발행주식수(보통주)	16,019,932	16,019,932	16,019,932		16,019,932	16,019,932	16,019,932	
