	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	612	754	560		133	188	128	
영업이익	18	36	-5		-8	15	-5	
영업이익(발표기준)	18	36	-5		-8	15	-5	
세전계속사업이익	8	35	-8		-7	8	2	
당기순이익	5	35	-12		-7	5	2	
당기순이익(지배)	5	35	-12		-7	5	2	
당기순이익(비지배)								
자산총계	521	645	687		705	687	695	
부채총계	277	350	327		386	327	333	
자본총계	243	295	360		319	360	362	
자본총계(지배)	243	295	360		319	360	362	
자본총계(비지배)								
자본금	103	107	132		120	132	132	
영업활동현금흐름	-6	-34	-37		5	-33	13	
투자활동현금흐름	-27	-10	-13		-3	-5	-2	
재무활동현금흐름	23	23	52			23	-5	
CAPEX	7	7	9		3	4	0	
FCF	-13	-41	-46		3	-38	12	
이자발생부채	158	171	140		166	140	136	
영업이익률	2.92	4.83	-0.83		-6.16	7.87	-3.82	
순이익률	0.80	4.69	-2.17		-5.62	2.44	1.24	
ROE(%)	2.03	13.15	-3.72		-1.43	-3.72	-3.90	
ROA(%)	0.98	6.07	-1.83		-0.62	-1.83	-1.95	
부채비율	113.95	118.74	90.80		121.01	90.80	92.06	
자본유보율	148.05	185.92	182.80		175.44	182.80	183.94	
EPS(원)	24	169	-52		-31	18	6	
PER(배)	83.60	10.32	N/A		N/A	N/A	N/A	
BPS(원)	1,185	1,377	1,371		1,330	1,371	1,376	
PBR(배)	1.68	1.26	1.17		1.03	1.17	0.67	
현금DPS(원)	0	0			0			
현금배당수익률	0.00	0.00						
현금배당성향(%)	0.00	0.00			0.00			
발행주식수(보통주)	20,567,273	21,441,058	26,299,866		23,999,866	26,299,866	26,299,866	
