	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	1,336	1,511	1,754		387	516	553	
영업이익	192	245	269		66	67	80	
영업이익(발표기준)	192	245	269		66	67	80	
세전계속사업이익	200	251	265		56	65	97	
당기순이익	162	208	229		43	72	86	
당기순이익(지배)	162	208	205		43	48	66	
당기순이익(비지배)								
자산총계	1,147	1,327	2,942		2,193	2,942	2,955	
부채총계	529	506	1,080		615	1,080	879	
자본총계	618	821	1,862		1,578	1,862	2,076	
자본총계(지배)	618	821	1,444		1,578	1,444	1,638	
자본총계(비지배)								
자본금	9	9	62		62	62	62	
영업활동현금흐름	211	183	251		75	87	18	
투자활동현금흐름	-102	-174	-1,183		-31	-326	29	
재무활동현금흐름	-11	8	682		-44	-31	-13	
CAPEX	35	163	146		19	81	43	
FCF	176	20	105		56	6	-25	
이자발생부채	204	213	491		188	491	296	
영업이익률	14.37	16.24	15.32		17.10	13.06	14.47	
순이익률	12.11	13.75	13.05		11.08	14.02	15.55	
ROE(%)		28.89	18.07			18.07	17.22	
ROA(%)		16.80	10.73			10.73	11.91	
부채비율	85.69	61.64	58.01		38.97	58.01	42.34	
자본유보율	6,910.11	9,045.14	2,543.88		2,433.53	2,543.88	2,622.77	
EPS(원)	1,327	1,705	1,661		346	387	531	
PER(배)			11.08			11.08	6.77	
BPS(원)	5,068	6,737	11,918		12,727	11,918	13,520	
PBR(배)	0.00	0.00	1.54		1.27	1.54	0.88	
현금DPS(원)	0	0	330		0	330		
현금배당수익률			1.79			1.80		
현금배당성향(%)	0.00	0.00	19.57		0.00	83.50		
발행주식수(보통주)	12,184,564	12,184,564	12,400,000		12,400,000	12,400,000	12,400,000	
