	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	889	1,001	1,064		253	263	303	
영업이익	80	126	54		25	-12	-29	
영업이익(발표기준)	80	126	54		25	-12	-29	
세전계속사업이익	82	127	50		22	-13	-24	
당기순이익	70	106	50		18	2	-22	
당기순이익(지배)	70	106	50		18	2	-22	
당기순이익(비지배)								
자산총계	512	690	957		960	957	937	
부채총계	175	200	211		196	211	235	
자본총계	337	489	745		764	745	702	
자본총계(지배)	337	489	745		764	745	702	
자본총계(비지배)								
자본금	54	56	64		63	64	64	
영업활동현금흐름	85	76	85			18	-5	
투자활동현금흐름	-89	-114	-300			-50	6	
재무활동현금흐름		10	165			-21	-10	
CAPEX	7	2	41			23	2	
FCF	77	74	45		0	-5	-7	
이자발생부채	30	33	35		38	35	37	
영업이익률	9.05	12.54	5.05		9.90	-4.39	-9.54	
순이익률	7.89	10.55	4.68		7.14	0.60	-7.34	
ROE(%)	23.23	25.56	8.07					
ROA(%)	15.29	17.58	6.05					
부채비율	51.80	40.94	28.37		25.67	28.37	33.45	
자본유보율	519.02	776.56	1,083.06		1,109.66	1,083.06	1,028.75	
EPS(원)	644	950	416		143	12	-175	
PER(배)			19.28					
BPS(원)	3,095	4,349	5,959		6,009	5,959	5,666	
PBR(배)	0.00	0.00	1.35		1.40	1.35	2.05	
현금DPS(원)	0	0	100		0	100		
현금배당수익률			1.25					
현금배당성향(%)	0.00	0.00	25.45		0.00	808.28		
발행주식수(보통주)	10,319,386	11,187,371	12,864,037		12,637,371	12,864,037	12,864,037	
