	2016/12	2017/12	2018/12	2019/12	2019/03	2019/06	2019/09	2019/12
매출액	1,606	1,977	2,400		599	831	876	
영업이익	434	607	610		97	202	204	
영업이익(발표기준)	434	607	610		97	202	204	
세전계속사업이익	476	601	623		97	203	205	
당기순이익	334	432	441		71	125	153	
당기순이익(지배)	334	432	441		71	125	153	
당기순이익(비지배)								
자산총계	2,066	2,366	2,724		2,916	3,103	3,270	
부채총계	275	283	272		302	419	427	
자본총계	1,791	2,083	2,452		2,614	2,684	2,843	
자본총계(지배)	1,791	2,083	2,452		2,614	2,684	2,843	
자본총계(비지배)								
자본금	600	567	564		584	582	584	
영업활동현금흐름	232	378	372		58	68	180	
투자활동현금흐름	-46	-103	-232		-108	-193	-195	
재무활동현금흐름	600	-56	-75			7	1	
CAPEX	61	82	4			59	0	
FCF	172	296	368		58	9	179	
이자발생부채	86	58	33		34	41	43	
영업이익률	27.03	30.71	25.42		16.18	24.32	23.35	
순이익률	20.77	21.87	18.36		11.85	15.01	17.46	
ROE(%)	24.55	22.32	19.43		16.11	15.48	13.92	
ROA(%)	20.44	19.51	17.31		14.41	13.45	12.24	
부채비율	15.38	13.58	11.07		11.55	15.60	15.02	
자본유보율	198.45	267.53	335.02		347.33	361.03	387.12	
EPS(원)	749	760	774		125	219	269	
PER(배)	6.52	3.99	3.42		3.82	3.36	2.94	
BPS(원)	3,146	3,660	4,308		4,593	4,715	4,995	
PBR(배)	1.55	0.83	0.61		0.58	0.49	0.38	
현금DPS(원)	54	46	123		0	0	0	
현금배당수익률	1.11	1.51	4.64					
현금배당성향(%)	9.34	6.07	15.86		0.00	0.00	0.00	
발행주식수(보통주)	56,925,000	56,925,000	56,925,000		56,925,000	56,925,000	56,925,000	
