	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	112	176	219		54	53	47	
영업이익	-26	-3	-8		0	-4	0	
영업이익(발표기준)	-26	-3	-8		0	-4	0	
세전계속사업이익	-50	87	-69		33	9	-12	
당기순이익	-40	86	-68		38	10	-13	
당기순이익(지배)	-33	87	-68		38	10	-13	
당기순이익(비지배)	-7							
자산총계	1,417	2,379	2,184		2,192	2,198	2,184	
부채총계	271	207	82		98	80	82	
자본총계	1,147	2,172	2,101		2,094	2,117	2,101	
자본총계(지배)	1,148	2,175	2,105		2,098	2,120	2,105	
자본총계(비지배)	-1							
자본금	252	893	893		893	893	893	
영업활동현금흐름	7	44	10		12	-11	1	
투자활동현금흐름	-1,132	-983	180		7	81	15	
재무활동현금흐름	1,241	866	-114		-5	5	-1	
CAPEX	1	0	1		0	0	1	
FCF	6	43	9		12	-11	0	
이자발생부채	168	121	14		15	12	14	
영업이익률	-23.18	-1.49	-3.50		0.85	-7.16	-0.72	
순이익률	-35.34	48.94	-31.27		69.27	18.11	-27.74	
ROE(%)	-5.35	5.26	-3.16		0.16	-5.08	-3.16	
ROA(%)	-5.05	4.53	-3.00		0.08	-4.81	-3.00	
부채비율	23.60	9.54	3.91		4.68	3.80	3.91	
자본유보율	356.32	143.96	136.12		135.68	137.54	136.12	
EPS(원)	-33	60	-38		21	5	-7	
PER(배)	N/A	12.16	N/A		380.72	N/A	N/A	
BPS(원)	1,143	1,218	1,179		1,175	1,188	1,179	
PBR(배)	1.42	0.60	0.70		0.59	0.50	0.70	
현금DPS(원)	0							
현금배당수익률	0.00							
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00	0.00	
발행주식수(보통주)	100,644,469	178,695,217	178,695,217		178,695,217	178,695,217	178,695,217	
