	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	179	212	292	390	69	83	74	108
영업이익	49	55	90	124	20	28	17	38
영업이익(발표기준)	49	55	90		20	28	17	
세전계속사업이익	46	59	99	126	23	29	20	
당기순이익	38	51	85	106	19	26	19	
당기순이익(지배)	38	52	72	100	16	20	16	30
당기순이익(비지배)								
자산총계	205	574	662	782	648	662	830	
부채총계	37	46	60	72	61	60	225	
자본총계	168	528	603	710	587	603	605	
자본총계(지배)	168	525	582	684	579	582	581	
자본총계(비지배)								
자본금	15	36	37	36	37	37	37	
영업활동현금흐름	38	38	64	72	18	30	12	
투자활동현금흐름	-6	-168	-158	-16	-17	-52	-3	
재무활동현금흐름	-5	314	5	-4	-1	4	149	
CAPEX	3	47	20	11	4	12	7	
FCF	35	-9	45	56	14	18	5	
이자발생부채	5	10	18		10	18	152	
영업이익률	27.21	25.79	30.98	31.72	29.77	33.27	22.44	35.19
순이익률	20.97	23.98	29.00	27.16	28.23	31.81	25.50	
ROE(%)	27.97		13.11	15.72		13.11	13.00	
ROA(%)	20.76		13.68	14.68		13.68	12.10	
부채비율	21.87	8.67	9.88	10.22	10.33	9.88	37.22	
자본유보율	1,025.18	1,349.86	1,528.57		1,476.31	1,528.57	1,552.00	
EPS(원)	664	827	993	1,349	224	269	218	407
PER(배)		23.75	25.79	76.36		25.79	51.32	
BPS(원)	2,816	7,252	7,906	9,263	7,882	7,906	7,889	
PBR(배)	0.00	2.71	3.24	11.12	2.64	3.24	6.46	
현금DPS(원)	0	0	100	65	0	100		
현금배당수익률		0.00	0.39	0.06		0.41		
현금배당성향(%)	0.00	0.00	10.15	4.82	0.00	37.17		
발행주식수(보통주)	5,971,000	7,234,332	7,359,332		7,339,332	7,359,332	7,359,332	
